ICR_id,# Designs Passing,#LowScore Designs,Failed Designs,Total Submitted
ICR_987,12,28,0,40
ICR_988,4,9,3,16
ICR_989,12,0,0,12
ICR_990,5,1,0,6
ICR_991,11,0,0,11
ICR_992,9,4,0,13
ICR_993,24,0,0,24
ICR_994,6,1,0,7
ICR_995,18,3,0,21
ICR_996,16,8,0,24
ICR_997,19,1,0,20
ICR_998,19,5,0,24
ICR_999,9,5,0,14
ICR_1000,2,3,0,5
ICR_1001,2,9,6,17
ICR_1002,16,0,0,16
ICR_1003,6,0,1,7
ICR_1004,4,1,0,5
ICR_1005,5,0,0,5
ICR_1006,1,5,0,6
ICR_1007,7,0,0,7
ICR_1008,15,7,0,22
ICR_1009,5,3,0,8
ICR_1010,10,0,0,10
ICR_1011,10,1,0,11
ICR_1012,13,0,0,13
ICR_1013,3,1,0,4
ICR_1014,3,16,1,20
ICR_1015,9,2,0,11
ICR_1016,1,9,0,10
ICR_1017,6,0,0,6
ICR_1018,3,13,0,16
ICR_1019,2,5,0,7
ICR_1020,7,0,0,7
ICR_1021,9,7,0,16
ICR_1022,0,8,0,8
ICR_1023,19,3,0,22
ICR_1024,6,0,0,6
ICR_1025,10,2,0,12
ICR_1026,5,0,0,5
ICR_1027,11,2,0,13
ICR_1028,10,5,0,15
ICR_1029,3,14,0,17
ICR_1030,9,0,0,9
ICR_1031,5,6,0,11
ICR_1032,7,0,0,7
ICR_1033,11,2,15,28
ICR_1034,4,10,1,15
ICR_1035,6,0,0,6
ICR_1036,18,0,0,18
ICR_1037,5,1,0,6
ICR_1038,10,3,0,13
ICR_1039,1,11,0,12
ICR_1040,5,3,0,8
ICR_1041,0,9,0,9
ICR_1042,4,4,1,9
ICR_1043,34,8,0,42
ICR_1044,6,0,0,6
ICR_1045,12,0,0,12
ICR_1046,5,11,0,16
ICR_1047,7,0,0,7
ICR_1048,29,30,1,60
ICR_1049,7,0,0,7
ICR_1050,6,2,0,8
ICR_1051,9,7,0,16
ICR_1052,30,13,0,43
ICR_1053,41,0,0,41
ICR_1054,8,0,7,15
ICR_1055,12,0,0,12
ICR_1056,5,6,0,11
ICR_1057,9,0,0,9
ICR_1058,9,0,0,9
ICR_1059,3,1,0,4
ICR_1060,3,3,0,6
ICR_1061,7,0,0,7
ICR_1062,5,1,0,6
ICR_1063,6,8,0,14
ICR_1064,5,0,0,5
ICR_1065,8,0,0,8
ICR_1066,6,2,0,8
ICR_1067,9,0,0,9
ICR_1068,13,12,0,25
ICR_1069,6,8,0,14
ICR_1070,0,6,0,6
ICR_1071,10,0,0,10
ICR_1072,10,6,0,16
ICR_1073,8,2,0,10
ICR_1074,6,2,0,8
ICR_1075,18,0,0,18
ICR_1076,7,1,0,8
ICR_1077,0,8,2,10
ICR_1078,7,2,0,9
ICR_1079,10,3,0,13
ICR_1080,5,0,0,5
ICR_1081,10,1,0,11
ICR_1082,6,3,5,14
ICR_1083,11,1,0,12
ICR_1084,1,5,0,6
ICR_1085,7,0,0,7
ICR_1086,14,0,0,14
ICR_1087,22,2,0,24
ICR_1088,19,1,0,20
ICR_1089,8,8,0,16
ICR_1090,5,2,0,7
ICR_1091,15,1,0,16
ICR_1092,14,5,0,19
ICR_1093,7,1,0,8
ICR_1094,15,3,0,18
ICR_1095,4,0,0,4
ICR_1096,1,6,0,7
ICR_1097,11,0,0,11
ICR_1098,61,26,0,87
ICR_1099,8,1,0,9
ICR_1100,3,4,0,7
ICR_1101,4,0,0,4
ICR_1102,4,4,0,8
ICR_1103,27,7,0,34
ICR_1104,13,0,0,13
ICR_1105,19,22,0,41
ICR_1106,12,0,0,12
ICR_1107,9,0,0,9
ICR_1108,8,0,0,8
ICR_1109,6,7,0,13
ICR_1110,5,4,0,9
ICR_1111,7,0,0,7
ICR_1112,0,10,0,10
ICR_1113,8,4,0,12
ICR_1114,7,3,0,10
ICR_1115,9,1,0,10
ICR_1116,11,1,0,12
ICR_1117,6,3,0,9
ICR_1118,7,0,0,7
ICR_1119,3,5,0,8
ICR_1120,13,3,0,16
ICR_1121,0,4,0,4
ICR_1122,6,1,0,7
ICR_1123,1,4,0,5
ICR_1124,4,22,0,26
ICR_1125,10,3,0,13
ICR_1126,2,3,0,5
ICR_1127,2,7,0,9
ICR_1128,6,2,0,8
ICR_1129,6,0,0,6
ICR_1130,9,0,0,9
ICR_1131,8,1,0,9
ICR_1132,10,7,0,17
ICR_1133,14,0,0,14
ICR_1134,14,0,0,14
ICR_1135,95,21,0,116
ICR_1136,71,21,0,92
ICR_1137,2,4,0,6
ICR_1138,2,2,0,4
ICR_1139,6,2,0,8
ICR_1140,2,4,3,9
ICR_1141,6,9,0,15
ICR_1142,178,36,0,214
ICR_1143,10,6,0,16
ICR_1144,4,0,0,4
ICR_1145,5,0,0,5
ICR_1146,12,0,0,12
ICR_1147,5,8,0,13
ICR_1148,17,34,0,51
ICR_1149,9,4,0,13
ICR_1150,12,1,0,13
ICR_1151,7,4,0,11
ICR_1152,10,18,0,28
ICR_1153,12,0,0,12
ICR_1154,10,0,0,10
ICR_1155,10,0,0,10
ICR_1156,13,0,0,13
ICR_1157,8,8,0,16
ICR_1158,8,2,0,10
ICR_1159,8,0,0,8
ICR_1160,9,1,0,10
ICR_1161,9,3,0,12
ICR_1162,12,0,0,12
ICR_1163,7,4,0,11
ICR_1164,5,0,0,5
ICR_1165,36,7,0,43
ICR_1166,5,0,0,5
ICR_1167,3,1,0,4
ICR_1168,0,4,0,4
ICR_1169,6,0,2,8
ICR_1170,0,6,0,6
ICR_1171,5,0,0,5
ICR_1172,1,6,0,7
ICR_1173,6,3,0,9
ICR_1174,7,2,0,9
ICR_1175,7,7,0,14
ICR_1176,4,3,0,7
ICR_1177,7,1,0,8
ICR_1178,8,0,0,8
ICR_1179,9,0,0,9
ICR_1180,16,0,0,16
ICR_1181,13,7,4,24
ICR_1182,27,40,1,68
ICR_1183,4,5,0,9
ICR_1184,4,1,0,5
ICR_1185,9,0,0,9
ICR_1186,6,1,0,7
ICR_1187,15,5,0,20
ICR_1188,6,1,0,7
ICR_1189,0,9,0,9
ICR_1190,5,4,0,9
ICR_1191,38,3,0,41
ICR_1192,85,39,0,124
ICR_1193,31,4,0,35
ICR_1194,64,16,0,80
ICR_1195,5,3,0,8
ICR_1196,22,19,0,41
ICR_1197,15,2,0,17
ICR_1198,3,5,0,8
ICR_1199,7,0,0,7
ICR_1200,18,5,0,23
ICR_1201,3,13,0,16
ICR_1202,5,17,0,22
ICR_1203,3,16,0,19
ICR_1204,12,0,0,12
ICR_1205,179,63,0,242
ICR_1206,85,9,0,94
ICR_1207,138,64,0,202
ICR_1208,78,123,0,201
ICR_1209,14,0,0,14
ICR_1210,3,10,0,13
ICR_1211,9,1,0,10
ICR_1212,6,0,0,6
ICR_1213,6,2,0,8
ICR_1214,7,0,0,7
ICR_1215,0,10,1,11
ICR_1216,15,0,0,15
ICR_1217,6,0,0,6
ICR_1218,7,0,0,7
ICR_1219,6,0,0,6
ICR_1220,7,1,1,9
ICR_1221,10,0,0,10
ICR_1222,5,0,0,5
ICR_1223,0,0,5,5
ICR_1224,0,0,30,30
ICR_1225,0,0,28,28
ICR_1226,0,0,18,18
ICR_1227,0,0,5,5
ICR_1228,2,10,10,22
ICR_1229,0,0,9,9
ICR_1230,0,0,21,21
ICR_1231,0,0,14,14
ICR_1232,0,0,9,9
ICR_1233,0,0,5,5
ICR_1234,0,0,9,9
ICR_1235,0,0,8,8
ICR_1236,0,0,8,8
ICR_1237,0,0,9,9
ICR_1238,1,0,11,12
ICR_1239,0,0,5,5
ICR_1240,0,0,10,10
ICR_1241,0,0,7,7
ICR_1242,0,0,24,24
ICR_1243,0,0,8,8
ICR_1244,0,0,8,8
ICR_1245,0,0,4,4
ICR_1246,0,0,18,18
ICR_1247,0,0,29,29
ICR_1248,0,0,35,35
ICR_1249,1,0,33,34
ICR_1250,0,0,8,8
ICR_1251,0,0,8,8
ICR_1252,0,0,5,5
ICR_1253,0,0,22,22
ICR_1254,0,0,10,10
ICR_1255,0,0,31,31
ICR_1256,0,0,4,4
ICR_1257,0,0,10,10
ICR_1258,0,0,21,21
ICR_1259,0,0,23,23
ICR_1260,0,0,12,12
ICR_1261,0,0,7,7
ICR_1262,0,0,6,6
ICR_1263,0,0,60,60
ICR_1264,0,0,5,5
ICR_1265,0,0,8,8
ICR_1266,0,0,32,32
ICR_1267,0,0,13,13
ICR_1268,0,0,5,5
ICR_1269,0,0,24,24
ICR_1270,0,0,8,8
ICR_1271,0,0,14,14
ICR_1272,0,0,6,6
ICR_1273,0,0,18,18
ICR_1274,0,0,6,6
ICR_1275,0,0,19,19
ICR_1276,0,0,9,9
ICR_1277,0,0,12,12
ICR_1278,0,0,17,17
ICR_1279,0,0,5,5
ICR_1280,0,0,24,24
ICR_1281,0,0,32,32
ICR_1282,0,0,11,11
ICR_1283,0,0,8,8
ICR_1284,0,0,22,22
ICR_1285,0,0,6,6
ICR_1286,2,1,6,9
ICR_1287,0,0,6,6
ICR_1288,0,0,4,4
ICR_1289,0,0,23,23
ICR_1290,4,0,3,7
ICR_1291,5,0,3,8
ICR_1292,3,0,6,9
ICR_1293,2,0,6,8
ICR_1294,0,0,6,6
ICR_1295,1,0,3,4
ICR_1296,0,0,8,8
ICR_1297,2,0,9,11
ICR_1298,6,3,0,9
ICR_1299,3,1,0,4
ICR_1300,6,0,6,12
ICR_1301,6,0,0,6
ICR_1302,0,4,0,4
ICR_1303,9,0,2,11
ICR_1304,1,0,7,8
ICR_1305,6,2,1,9
ICR_1306,4,0,0,4
ICR_1307,3,1,1,5
ICR_1308,6,0,3,9
ICR_1309,4,0,7,11
ICR_1310,3,1,9,13
ICR_1311,4,3,5,12
ICR_1312,4,0,3,7
ICR_1313,7,0,2,9
ICR_1314,12,0,0,12
ICR_1315,21,0,0,21
ICR_1316,17,0,0,17
ICR_1317,3,3,0,6
ICR_1318,0,7,0,7
ICR_1319,7,4,0,11
ICR_1320,37,3,0,40
ICR_1321,9,0,0,9
ICR_1322,7,0,0,7
ICR_1323,11,3,0,14
ICR_1324,5,3,0,8
ICR_1325,0,5,0,5
ICR_1326,11,3,0,14
ICR_1327,10,7,0,17
ICR_1328,12,0,0,12
ICR_1329,3,7,0,10
ICR_1330,0,6,1,7
ICR_1331,5,5,3,13
ICR_1332,5,0,0,5
ICR_1333,0,6,0,6
ICR_1334,4,0,1,5
ICR_1335,4,2,4,10
ICR_1336,4,2,1,7
ICR_1337,6,0,0,6
ICR_1338,3,1,1,5
ICR_1339,6,0,0,6
ICR_1340,3,0,2,5
ICR_1341,6,1,4,11
ICR_1342,11,0,1,12
ICR_1343,3,0,5,8
ICR_1344,0,0,10,10
ICR_1345,3,0,4,7
ICR_1346,3,1,4,8
ICR_1347,6,0,0,6
ICR_1348,8,3,0,11
ICR_1349,3,3,0,6
ICR_1350,0,0,13,13
ICR_1351,3,7,1,11
ICR_1352,5,3,0,8
ICR_1353,8,0,0,8
ICR_1354,0,6,1,7
ICR_1355,9,2,0,11
ICR_1356,12,0,0,12
ICR_1357,9,0,0,9
ICR_1358,12,3,0,15
ICR_1359,9,3,0,12
ICR_1360,8,1,0,9
ICR_1361,8,0,2,10
ICR_1362,8,0,0,8
ICR_1363,5,0,0,5
ICR_1364,5,1,0,6
ICR_1365,10,1,0,11
ICR_1366,4,3,0,7
ICR_1367,22,4,0,26
ICR_1368,45,9,0,54
ICR_1369,10,0,0,10
ICR_1370,6,2,0,8
ICR_1371,2,5,0,7
ICR_1372,5,2,0,7
ICR_1373,9,0,0,9
ICR_1374,9,0,0,9
ICR_1375,47,9,0,56
ICR_1376,9,0,0,9
ICR_1377,14,0,0,14
ICR_1378,6,0,0,6
ICR_1379,17,1,0,18
ICR_1380,9,0,0,9
ICR_1381,9,7,0,16
ICR_1382,2,3,0,5
ICR_1383,6,1,0,7
ICR_1384,9,0,0,9
ICR_1385,17,0,0,17
ICR_1386,0,4,0,4
ICR_1387,1,6,0,7
ICR_1388,14,2,0,16
ICR_1389,7,1,0,8
ICR_1390,5,0,0,5
ICR_1391,4,10,0,14
ICR_1392,7,0,0,7
ICR_1393,6,4,0,10
ICR_1394,27,0,1,28
ICR_1395,4,5,0,9
ICR_1396,18,0,0,18
ICR_1397,12,0,0,12
ICR_1398,31,8,0,39
ICR_1399,5,7,0,12
ICR_1400,6,0,0,6
ICR_1401,9,0,3,12
ICR_1402,5,0,2,7
ICR_1403,9,0,0,9
ICR_1404,13,2,0,15
ICR_1405,14,2,0,16
ICR_1406,5,1,0,6
ICR_1407,6,2,0,8
ICR_1408,5,0,0,5
ICR_1409,14,0,0,14
ICR_1410,8,3,0,11
ICR_1411,10,0,0,10
ICR_1412,9,5,0,14
ICR_1413,14,0,0,14
ICR_1414,6,5,0,11
ICR_1415,23,0,0,23
ICR_1416,8,0,0,8
ICR_1417,16,4,0,20
ICR_1418,8,2,0,10
ICR_1419,4,5,0,9
ICR_1420,5,5,0,10
ICR_1421,17,6,0,23
ICR_1422,8,0,0,8
ICR_1423,2,0,4,6
ICR_1424,9,1,0,10
ICR_1425,11,0,0,11
ICR_1426,7,0,0,7
ICR_1427,8,0,0,8
ICR_1428,7,0,0,7
ICR_1429,9,0,0,9
ICR_1430,8,0,0,8
ICR_1431,7,1,0,8
ICR_1432,6,0,0,6
ICR_1433,4,1,0,5
ICR_1434,7,0,0,7
ICR_1435,7,1,0,8
ICR_1436,7,0,0,7
ICR_1437,11,0,0,11
ICR_1438,25,1,0,26
ICR_1439,10,0,0,10
ICR_1440,11,0,0,11
ICR_1441,23,2,0,25
ICR_1442,11,5,10,26
ICR_1443,3,0,2,5
ICR_1444,15,0,0,15
ICR_1445,13,0,0,13
ICR_1446,18,2,0,20
ICR_1447,5,0,0,5
ICR_1448,16,0,3,19
ICR_1449,11,9,0,20
ICR_1450,25,7,0,32
ICR_1451,9,0,0,9
ICR_1452,11,0,0,11
ICR_1453,8,1,1,10
ICR_1454,11,3,3,17
ICR_1455,27,1,0,28
ICR_1456,7,0,0,7
ICR_1457,7,3,0,10
ICR_1458,6,1,0,7
ICR_1459,5,3,0,8
ICR_1460,8,0,1,9
ICR_1461,11,1,0,12
ICR_1462,10,8,0,18
ICR_1463,10,1,0,11
ICR_1464,4,1,0,5
ICR_1465,22,3,2,27
ICR_1466,10,5,0,15
ICR_1467,25,0,1,26
ICR_1468,8,2,0,10
ICR_1469,11,14,0,25
ICR_1470,4,0,0,4
ICR_1471,7,0,0,7
ICR_1472,11,0,0,11
ICR_1473,4,4,0,8
ICR_1474,11,0,0,11
ICR_1475,0,7,0,7
ICR_1476,18,6,0,24
ICR_1477,7,3,0,10
ICR_1478,9,1,0,10
ICR_1479,13,3,0,16
ICR_1480,11,3,0,14
ICR_1481,13,0,0,13
ICR_1482,12,10,0,22
ICR_1483,19,0,0,19
ICR_1484,12,1,0,13
ICR_1485,10,0,0,10
ICR_1486,6,0,0,6
ICR_1487,4,3,0,7
ICR_1488,14,0,1,15
